"Brand","Model","Minivan","Wagon","Pickup","Automatic","EngineSize","Cylinders","CityMPG","HwyMPG","SUV","AWD","Hybrid"
"MITSUBISHI","Outlander 2WD","0.0","0.0","0.0","0.0","2.4","4.0","22.0","28.0","1.0","0.0","0.0"
"NISSAN","Frontier 2WD","0.0","0.0","1.0","0.0","2.5","4.0","22.0","25.0","0.0","0.0","0.0"
"SAAB","9-2X Wagon AWD","0.0","1.0","0.0","0.0","2.5","4.0","22.0","29.0","0.0","1.0","0.0"
"SAAB","9-3 Sport Sedan","0.0","0.0","0.0","0.0","2.0","4.0","22.0","32.0","0.0","0.0","0.0"
"SAAB","9-3 Sport Sedan","0.0","0.0","0.0","0.0","2.0","4.0","22.0","30.0","0.0","0.0","0.0"
"SATURN","Vue FWD","0.0","0.0","0.0","1.0","2.2","4.0","22.0","28.0","1.0","0.0","0.0"
"SATURN","Vue FWD","0.0","0.0","0.0","1.0","2.2","4.0","22.0","27.0","1.0","0.0","0.0"
"SCION","tC","0.0","0.0","0.0","0.0","2.4","4.0","22.0","29.0","0.0","0.0","0.0"
"SUBARU","Forester AWD","0.0","0.0","0.0","1.0","2.5","4.0","22.0","28.0","1.0","1.0","0.0"
"SUBARU","Impreza AWD","0.0","0.0","0.0","1.0","2.5","4.0","22.0","28.0","0.0","1.0","0.0"
"SUBARU","Impreza Wagon/Outback SPT AWD","0.0","1.0","0.0","1.0","2.5","4.0","22.0","28.0","0.0","1.0","0.0"
"SUBARU","Legacy AWD","0.0","0.0","0.0","1.0","2.5","4.0","22.0","30.0","0.0","1.0","0.0"
"SUBARU","Legacy Wagon AWD","0.0","1.0","0.0","1.0","2.5","4.0","22.0","30.0","0.0","1.0","0.0"
"SUBARU","Outback Wagon AWD","0.0","0.0","0.0","1.0","2.5","4.0","22.0","28.0","1.0","1.0","0.0"
"SUZUKI","Forenza","0.0","0.0","0.0","1.0","2.0","4.0","22.0","30.0","0.0","0.0","0.0"
"SUZUKI","Forenza","0.0","0.0","0.0","0.0","2.0","4.0","22.0","30.0","0.0","0.0","0.0"
"SUZUKI","Reno","0.0","0.0","0.0","1.0","2.0","4.0","22.0","30.0","0.0","0.0","0.0"
"SUZUKI","Reno","0.0","0.0","0.0","0.0","2.0","4.0","22.0","30.0","0.0","0.0","0.0"
"TOYOTA","Highlander 2WD","0.0","0.0","0.0","1.0","2.4","4.0","22.0","27.0","1.0","0.0","0.0"
"TOYOTA","Rav4 4WD","0.0","0.0","0.0","1.0","2.4","4.0","22.0","27.0","1.0","0.0","0.0"
"TOYOTA","Rav4 4WD","0.0","0.0","0.0","0.0","2.4","4.0","22.0","27.0","1.0","0.0","0.0"
"VOLKSWAGEN","GTI","0.0","0.0","0.0","1.0","1.8","4.0","22.0","29.0","0.0","0.0","0.0"
"VOLKSWAGEN","Jetta","0.0","0.0","0.0","1.0","1.8","4.0","22.0","29.0","0.0","0.0","0.0"
"VOLKSWAGEN","Jetta Wagon","0.0","1.0","0.0","1.0","1.8","4.0","22.0","29.0","0.0","0.0","0.0"
"VOLKSWAGEN","New Beetle","0.0","0.0","0.0","1.0","1.8","4.0","22.0","30.0","0.0","0.0","0.0"
"VOLKSWAGEN","New Beetle","0.0","0.0","0.0","1.0","2.0","4.0","22.0","31.0","0.0","0.0","0.0"
"VOLKSWAGEN","New Beetle Conv","0.0","0.0","0.0","1.0","1.8","4.0","22.0","30.0","0.0","0.0","0.0"
"VOLKSWAGEN","Passat","0.0","0.0","0.0","0.0","1.8","4.0","22.0","31.0","0.0","0.0","0.0"
"VOLKSWAGEN","Passat Wagon","0.0","1.0","0.0","0.0","1.8","4.0","22.0","31.0","0.0","0.0","0.0"
"AUDI","A4","0.0","0.0","0.0","1.0","3.0","6.0","21.0","29.0","0.0","0.0","0.0"
"AUDI","A4 Cabriolet","0.0","0.0","0.0","1.0","3.0","6.0","21.0","29.0","0.0","0.0","0.0"
"BMW","325I","0.0","0.0","0.0","1.0","2.5","6.0","21.0","30.0","0.0","0.0","0.0"
"BMW","Z4 Roadster","0.0","0.0","0.0","1.0","2.5","6.0","21.0","28.0","0.0","0.0","0.0"
"BMW","Z4 Roadster","0.0","0.0","0.0","0.0","3.0","6.0","21.0","29.0","0.0","0.0","0.0"
"CHEVROLET","Impala","0.0","0.0","0.0","1.0","3.4","6.0","21.0","32.0","0.0","0.0","0.0"
"CHEVROLET","Monte Carlo","0.0","0.0","0.0","1.0","3.4","6.0","21.0","32.0","0.0","0.0","0.0"
"CHRYSLER","300C/SRT-8","0.0","0.0","0.0","1.0","2.7","6.0","21.0","28.0","0.0","0.0","0.0"
"CHRYSLER","A-4","0.0","0.0","0.0","0.0","7.0","6.0","21.0","28.0","0.0","0.0","0.0"
"CHRYSLER","Crossfire Coupe","0.0","0.0","0.0","1.0","3.2","6.0","21.0","28.0","0.0","0.0","0.0"
"CHRYSLER","Crossfire Roadster","0.0","0.0","0.0","1.0","3.2","6.0","21.0","28.0","0.0","0.0","0.0"
"CHRYSLER","Sebring","0.0","0.0","0.0","0.0","3.0","6.0","21.0","29.0","0.0","0.0","0.0"
"CHRYSLER","Sebring 4-dr FFV","0.0","0.0","0.0","1.0","2.7","6.0","21.0","28.0","0.0","0.0","0.0"
"CHRYSLER","Sebring 4-dr FFV (2-Mode)","0.0","0.0","0.0","1.0","2.7","6.0","21.0","28.0","0.0","0.0","0.0"
"CHRYSLER","Sebring Conv FFV","0.0","0.0","0.0","1.0","2.7","6.0","21.0","28.0","0.0","0.0","0.0"
"DODGE","Magnum","0.0","0.0","0.0","1.0","2.7","6.0","21.0","28.0","1.0","0.0","0.0"
"DODGE","Stratus","0.0","0.0","0.0","0.0","3.0","6.0","21.0","29.0","0.0","0.0","0.0"
"DODGE","Stratus 4-dr FFV","0.0","0.0","0.0","1.0","2.7","6.0","21.0","28.0","0.0","0.0","0.0"
"DODGE","Stratus 4-dr FFV (2-Mode)","0.0","0.0","0.0","1.0","2.7","6.0","21.0","28.0","0.0","0.0","0.0"
"FORD","Five Hundred FWD","0.0","0.0","0.0","1.0","3.0","6.0","21.0","29.0","0.0","0.0","0.0"
"HONDA","Accord","0.0","0.0","0.0","1.0","3.0","6.0","21.0","30.0","0.0","0.0","0.0"
"LEXUS","ES 330","0.0","0.0","0.0","1.0","3.3000000000000003","6.0","21.0","29.0","0.0","0.0","0.0"
"MERCURY","Montego FWD","0.0","0.0","0.0","1.0","3.0","6.0","21.0","29.0","0.0","0.0","0.0"
"MITSUBISHI","Eclipse","0.0","0.0","0.0","1.0","3.0","6.0","21.0","28.0","0.0","0.0","0.0"
"NISSAN","Altima","0.0","0.0","0.0","0.0","3.5","6.0","21.0","27.0","0.0","0.0","0.0"
"PONTIAC","G6","0.0","0.0","0.0","1.0","3.5","6.0","21.0","29.0","0.0","0.0","0.0"
"SATURN","L300","0.0","0.0","0.0","1.0","3.0","6.0","21.0","28.0","0.0","0.0","0.0"
"SATURN","LW300","0.0","1.0","0.0","1.0","3.0","6.0","21.0","28.0","0.0","0.0","0.0"
"TOYOTA","Camry","0.0","0.0","0.0","1.0","3.3000000000000003","6.0","21.0","29.0","0.0","0.0","0.0"
"TOYOTA","Camry Solara","0.0","0.0","0.0","1.0","3.3000000000000003","6.0","21.0","29.0","0.0","0.0","0.0"
"VOLVO","S40 FWD","0.0","0.0","0.0","1.0","2.5","5.0","21.0","30.0","0.0","0.0","0.0"
"VOLVO","S60 FWD","0.0","0.0","0.0","1.0","2.4","5.0","21.0","29.0","0.0","0.0","0.0"
"VOLVO","S60 FWD","0.0","0.0","0.0","0.0","2.4","5.0","21.0","28.0","0.0","0.0","0.0"
"VOLVO","S60 FWD","0.0","0.0","0.0","1.0","2.4","5.0","21.0","29.0","0.0","0.0","0.0"
"VOLVO","S60 FWD","0.0","0.0","0.0","1.0","2.5","5.0","21.0","30.0","0.0","0.0","0.0"
"VOLVO","S80 FWD","0.0","0.0","0.0","1.0","2.5","5.0","21.0","30.0","0.0","0.0","0.0"
"VOLVO","V50 FWD","0.0","1.0","0.0","1.0","2.5","5.0","21.0","30.0","0.0","0.0","0.0"
"VOLVO","V70 FWD","0.0","1.0","0.0","1.0","2.4","5.0","21.0","28.0","0.0","0.0","0.0"
"VOLVO","V70 FWD","0.0","1.0","0.0","1.0","2.5","5.0","21.0","30.0","0.0","0.0","0.0"
"ACURA","TSX","0.0","0.0","0.0","0.0","2.4","4.0","21.0","30.0","0.0","0.0","0.0"
"AUDI","A4 Avant Quattro","0.0","1.0","0.0","0.0","1.8","4.0","21.0","30.0","0.0","0.0","0.0"
"AUDI","A4 Quattro","0.0","0.0","0.0","0.0","1.8","4.0","21.0","30.0","0.0","0.0","0.0"
"AUDI","TT Coupe","0.0","0.0","0.0","1.0","1.8","4.0","21.0","29.0","0.0","0.0","0.0"
"CHEVROLET","Colorado 2WD","0.0","0.0","1.0","0.0","2.8000000000000003","4.0","21.0","27.0","0.0","0.0","0.0"
"CHEVROLET","Colorado Crew 2WD","0.0","0.0","1.0","0.0","2.8000000000000003","4.0","21.0","26.0","0.0","0.0","0.0"
"CHRYSLER","PT Cruiser","0.0","0.0","0.0","1.0","2.4","4.0","21.0","26.0","1.0","0.0","0.0"
"CHRYSLER","PT Cruiser","0.0","0.0","0.0","0.0","2.4","4.0","21.0","27.0","1.0","0.0","0.0"
"CHRYSLER","PT Cruiser Conv/Cabrio","0.0","0.0","0.0","1.0","2.4","4.0","21.0","26.0","1.0","0.0","0.0"
"CHRYSLER","PT Cruiser Conv/Cabrio","0.0","0.0","0.0","0.0","2.4","4.0","21.0","27.0","1.0","0.0","0.0"
"CHRYSLER","Sebring","0.0","0.0","0.0","1.0","2.4","4.0","21.0","28.0","0.0","0.0","0.0"
"DODGE","Stratus","0.0","0.0","0.0","1.0","2.4","4.0","21.0","28.0","0.0","0.0","0.0"
"GMC","Canyon 2WD","0.0","0.0","1.0","0.0","2.8000000000000003","4.0","21.0","27.0","0.0","0.0","0.0"
"GMC","Canyon Crew 2WD","0.0","0.0","1.0","0.0","2.8000000000000003","4.0","21.0","26.0","0.0","0.0","0.0"
"HONDA","CR-V 4WD","0.0","0.0","0.0","0.0","2.4","4.0","21.0","26.0","1.0","0.0","0.0"
"HONDA","Element 2WD","0.0","0.0","0.0","0.0","2.4","4.0","21.0","25.0","1.0","0.0","0.0"
"HONDA","Element 4WD","0.0","0.0","0.0","1.0","2.4","4.0","21.0","24.0","1.0","0.0","0.0"
"HONDA","Element 4WD","0.0","0.0","0.0","0.0","2.4","4.0","21.0","24.0","1.0","0.0","0.0"
"HYUNDAI","Tucson 4WD","0.0","0.0","0.0","0.0","2.0","4.0","21.0","26.0","1.0","0.0","0.0"
"JEEP","Liberty/Cherokee 2WD","0.0","0.0","0.0","0.0","2.4","4.0","21.0","26.0","1.0","0.0","0.0"
"JEEP","Liberty/Cherokee 4WD","0.0","0.0","0.0","1.0","2.8000000000000003","4.0","21.0","26.0","1.0","0.0","0.0"
"KIA","Sportage 4WD","0.0","0.0","0.0","0.0","2.0","4.0","21.0","26.0","1.0","0.0","0.0"
"MITSUBISHI","Eclipse","0.0","0.0","0.0","1.0","2.4","4.0","21.0","28.0","0.0","0.0","0.0"
"MITSUBISHI","Eclipse","0.0","0.0","0.0","1.0","2.4","4.0","21.0","28.0","0.0","0.0","0.0"
"MITSUBISHI","Outlander 2WD","0.0","0.0","0.0","1.0","2.4","4.0","21.0","26.0","1.0","0.0","0.0"
"MITSUBISHI","Outlander 4WD","0.0","0.0","0.0","0.0","2.4","4.0","21.0","27.0","1.0","0.0","0.0"
"MITSUBISHI","Outlander 4WD","0.0","0.0","0.0","1.0","2.4","4.0","21.0","25.0","1.0","0.0","0.0"
"SAAB","9-3 Convertible","0.0","0.0","0.0","0.0","2.0","4.0","21.0","28.0","0.0","0.0","0.0"
"SAAB","9-3 Sport Sedan","0.0","0.0","0.0","1.0","2.0","4.0","21.0","28.0","0.0","0.0","0.0"
"SAAB","9-3 Sport Sedan","0.0","0.0","0.0","1.0","2.0","4.0","21.0","31.0","0.0","0.0","0.0"
"SATURN","Vue AWD","0.0","0.0","0.0","1.0","2.2","4.0","21.0","26.0","1.0","1.0","0.0"
"SUBARU","Baja AWD","0.0","0.0","0.0","1.0","2.5","4.0","21.0","28.0","1.0","1.0","0.0"
"SUBARU","Baja AWD","0.0","0.0","0.0","0.0","2.5","4.0","21.0","27.0","1.0","1.0","0.0"
"TOYOTA","Highlander 4WD","0.0","0.0","0.0","1.0","2.4","4.0","21.0","25.0","1.0","0.0","0.0"
"TOYOTA","Tacoma 2WD","0.0","0.0","1.0","1.0","2.7","4.0","21.0","26.0","0.0","0.0","0.0"
"VOLKSWAGEN","Jetta","0.0","0.0","0.0","0.0","1.8","4.0","21.0","29.0","0.0","0.0","0.0"
"VOLKSWAGEN","New Beetle Conv","0.0","0.0","0.0","1.0","2.0","4.0","21.0","31.0","0.0","0.0","0.0"
"VOLKSWAGEN","Passat","0.0","0.0","0.0","1.0","1.8","4.0","21.0","30.0","0.0","0.0","0.0"
"VOLKSWAGEN","Passat 4MOTION","0.0","0.0","0.0","0.0","1.8","4.0","21.0","30.0","0.0","0.0","0.0"
"VOLKSWAGEN","Passat Wagon","0.0","1.0","0.0","1.0","1.8","4.0","21.0","30.0","0.0","0.0","0.0"
"VOLKSWAGEN","Passat Wagon 4MOTION","0.0","1.0","0.0","0.0","1.8","4.0","21.0","30.0","0.0","0.0","0.0"
"ACURA","TL","0.0","0.0","0.0","0.0","3.2","6.0","20.0","29.0","0.0","0.0","0.0"
"ACURA","TL","0.0","0.0","0.0","1.0","3.2","6.0","20.0","29.0","0.0","0.0","0.0"
"BMW","325CI","0.0","0.0","0.0","0.0","2.5","6.0","20.0","29.0","0.0","0.0","0.0"
"BMW","325I","0.0","0.0","0.0","0.0","2.5","6.0","20.0","29.0","0.0","0.0","0.0"
"BMW","325I Sport Wagon","0.0","1.0","0.0","0.0","2.5","6.0","20.0","29.0","0.0","0.0","0.0"
"BMW","330CI","0.0","0.0","0.0","0.0","3.0","6.0","20.0","30.0","0.0","0.0","0.0"
"BMW","330CI","0.0","0.0","0.0","1.0","3.0","6.0","20.0","29.0","0.0","0.0","0.0"
"BMW","330I","0.0","0.0","0.0","0.0","3.0","6.0","20.0","30.0","0.0","0.0","0.0"
"BMW","330I","0.0","0.0","0.0","1.0","3.0","6.0","20.0","29.0","0.0","0.0","0.0"
"BMW","330XI","0.0","0.0","0.0","0.0","3.0","6.0","20.0","29.0","0.0","0.0","0.0"
"BMW","530I","0.0","0.0","0.0","0.0","3.0","6.0","20.0","30.0","0.0","0.0","0.0"
"BMW","530I (4-Mode)","0.0","0.0","0.0","1.0","3.0","6.0","20.0","29.0","0.0","0.0","0.0"
"BMW","Z4 Roadster","0.0","0.0","0.0","0.0","2.5","6.0","20.0","28.0","0.0","0.0","0.0"
"BMW","Z4 Roadster","0.0","0.0","0.0","1.0","3.0","6.0","20.0","29.0","0.0","0.0","0.0"
"BUICK","Century","0.0","0.0","0.0","1.0","3.1","6.0","20.0","30.0","0.0","0.0","0.0"
"BUICK","LaCrosse/Allure","0.0","0.0","0.0","1.0","3.8000000000000003","6.0","20.0","29.0","0.0","0.0","0.0"
"BUICK","LeSabre","0.0","0.0","0.0","1.0","3.8000000000000003","6.0","20.0","29.0","0.0","0.0","0.0"
"BUICK","Park Avenue","0.0","0.0","0.0","1.0","3.8000000000000003","6.0","20.0","29.0","0.0","0.0","0.0"
"CHEVROLET","Epica","0.0","0.0","0.0","1.0","2.5","6.0","20.0","28.0","0.0","0.0","0.0"
"CHEVROLET","Impala","0.0","0.0","0.0","1.0","3.8000000000000003","6.0","20.0","30.0","0.0","0.0","0.0"
"CHEVROLET","Monte Carlo","0.0","0.0","0.0","1.0","3.8000000000000003","6.0","20.0","30.0","0.0","0.0","0.0"
"CHRYSLER","Sebring","0.0","0.0","0.0","1.0","3.0","6.0","20.0","28.0","0.0","0.0","0.0"
"CHRYSLER","Sebring","0.0","0.0","0.0","1.0","3.0","6.0","20.0","28.0","0.0","0.0","0.0"
"DODGE","Stratus","0.0","0.0","0.0","1.0","3.0","6.0","20.0","28.0","0.0","0.0","0.0"
"DODGE","Stratus","0.0","0.0","0.0","1.0","3.0","6.0","20.0","28.0","0.0","0.0","0.0"
"FORD","Escape 2WD","0.0","0.0","0.0","1.0","3.0","6.0","20.0","25.0","1.0","0.0","0.0"
"FORD","Five Hundred FWD","0.0","0.0","0.0","1.0","3.0","6.0","20.0","27.0","0.0","0.0","0.0"
"FORD","Freestyle FWD","0.0","0.0","0.0","1.0","3.0","6.0","20.0","27.0","1.0","0.0","0.0"
"FORD","Taurus (2-Valve)","0.0","0.0","0.0","1.0","3.0","6.0","20.0","27.0","0.0","0.0","0.0"
"FORD","Taurus (4-Valve)","0.0","0.0","0.0","1.0","3.0","6.0","20.0","27.0","0.0","0.0","0.0"
"HONDA","Accord","0.0","0.0","0.0","0.0","3.0","6.0","20.0","30.0","0.0","0.0","0.0"
"HONDA","Odyssey 2WD","1.0","0.0","0.0","1.0","3.5","6.0","20.0","28.0","0.0","0.0","0.0"
"HYUNDAI","Sonata","0.0","0.0","0.0","0.0","2.7","6.0","20.0","27.0","0.0","0.0","0.0"
"HYUNDAI","Tucson 2WD","0.0","0.0","0.0","1.0","2.7","6.0","20.0","26.0","1.0","0.0","0.0"
"KIA","Optima","0.0","0.0","0.0","1.0","2.7","6.0","20.0","27.0","0.0","0.0","0.0"
"KIA","Optima","0.0","0.0","0.0","0.0","2.7","6.0","20.0","28.0","0.0","0.0","0.0"
"LINCOLN","LS","0.0","0.0","0.0","1.0","3.0","6.0","20.0","26.0","0.0","0.0","0.0"
"MAZDA","","0.0","0.0","0.0","1.0","3.0","6.0","20.0","27.0","0.0","0.0","0.0"
"MAZDA","6 Sport Wagon","0.0","1.0","0.0","1.0","3.0","6.0","20.0","27.0","0.0","0.0","0.0"
"MAZDA","Tribute 2WD","0.0","0.0","0.0","1.0","3.0","6.0","20.0","25.0","1.0","0.0","0.0"
"MERCEDES-BENZ","C240 FFV","0.0","0.0","0.0","1.0","2.6","6.0","20.0","25.0","0.0","0.0","0.0"
"MERCEDES-BENZ","C240 Wagon FFV","0.0","1.0","0.0","1.0","2.6","6.0","20.0","25.0","0.0","0.0","0.0"
"MERCEDES-BENZ","C320 FFV","0.0","0.0","0.0","1.0","3.2","6.0","20.0","26.0","0.0","0.0","0.0"
"MERCEDES-BENZ","CLK320","0.0","0.0","0.0","1.0","3.2","6.0","20.0","28.0","0.0","0.0","0.0"
"MERCEDES-BENZ","CLK320 Cabriolet","0.0","0.0","0.0","1.0","3.2","6.0","20.0","26.0","0.0","0.0","0.0"
"MERCEDES-BENZ","E320","0.0","0.0","0.0","1.0","3.2","6.0","20.0","28.0","0.0","0.0","0.0"
"MERCEDES-BENZ","E320 Wagon","0.0","1.0","0.0","1.0","3.2","6.0","20.0","28.0","0.0","0.0","0.0"
"MERCURY","Mariner 2WD","0.0","0.0","0.0","1.0","3.0","6.0","20.0","25.0","1.0","0.0","0.0"
"MERCURY","Montego FWD","0.0","0.0","0.0","1.0","3.0","6.0","20.0","27.0","0.0","0.0","0.0"
"MERCURY","Sable (2-Valve)","0.0","0.0","0.0","1.0","3.0","6.0","20.0","27.0","0.0","0.0","0.0"
"MERCURY","Sable (4-Valve)","0.0","0.0","0.0","1.0","3.0","6.0","20.0","27.0","0.0","0.0","0.0"
"MITSUBISHI","Eclipse","0.0","0.0","0.0","0.0","3.0","6.0","20.0","29.0","0.0","0.0","0.0"
"MITSUBISHI","Eclipse","0.0","0.0","0.0","1.0","3.0","6.0","20.0","28.0","0.0","0.0","0.0"
"MITSUBISHI","Eclipse Spyder","0.0","0.0","0.0","0.0","3.0","6.0","20.0","29.0","0.0","0.0","0.0"
"MITSUBISHI","Eclipse Spyder","0.0","0.0","0.0","0.0","3.0","6.0","20.0","28.0","0.0","0.0","0.0"
"MITSUBISHI","Eclipse Spyder","0.0","0.0","0.0","1.0","3.0","6.0","20.0","28.0","0.0","0.0","0.0"
"MITSUBISHI","Eclipse Spyder","0.0","0.0","0.0","1.0","3.0","6.0","20.0","27.0","0.0","0.0","0.0"
"NISSAN","350Z","0.0","0.0","0.0","0.0","3.5","6.0","20.0","26.0","0.0","0.0","0.0"
"NISSAN","350Z Roadster","0.0","0.0","0.0","0.0","3.5","6.0","20.0","26.0","0.0","0.0","0.0"
"NISSAN","Altima","0.0","0.0","0.0","0.0","3.5","6.0","20.0","28.0","0.0","0.0","0.0"
"NISSAN","Altima","0.0","0.0","0.0","1.0","3.5","6.0","20.0","30.0","0.0","0.0","0.0"
"NISSAN","Maxima","0.0","0.0","0.0","0.0","3.5","6.0","20.0","29.0","0.0","0.0","0.0"
"NISSAN","Maxima","0.0","0.0","0.0","1.0","3.5","6.0","20.0","28.0","0.0","0.0","0.0"
"NISSAN","Murano AWD","0.0","0.0","0.0","1.0","3.5","6.0","20.0","24.0","1.0","1.0","0.0"
"NISSAN","Murano FWD","0.0","0.0","0.0","1.0","3.5","6.0","20.0","25.0","1.0","0.0","0.0"
"PONTIAC","Bonneville","0.0","0.0","0.0","1.0","3.8000000000000003","6.0","20.0","29.0","0.0","0.0","0.0"
"PONTIAC","Grand Am","0.0","0.0","0.0","1.0","3.4","6.0","20.0","29.0","0.0","0.0","0.0"
"PONTIAC","Grand Prix","0.0","0.0","0.0","1.0","3.8000000000000003","6.0","20.0","30.0","0.0","0.0","0.0"
"SATURN","Vue FWD","0.0","0.0","0.0","1.0","3.5","6.0","20.0","28.0","1.0","0.0","0.0"
"SUZUKI","Verona","0.0","0.0","0.0","1.0","2.5","6.0","20.0","28.0","0.0","0.0","0.0"
"TOYOTA","Camry","0.0","0.0","0.0","1.0","3.0","6.0","20.0","28.0","0.0","0.0","0.0"
"TOYOTA","Camry Solara Conv","0.0","0.0","0.0","1.0","3.3000000000000003","6.0","20.0","29.0","0.0","0.0","0.0"
"VOLKSWAGEN","Passat","0.0","0.0","0.0","0.0","2.8000000000000003","6.0","20.0","28.0","0.0","0.0","0.0"
"VOLKSWAGEN","Passat Wagon","0.0","1.0","0.0","0.0","2.8000000000000003","6.0","20.0","28.0","0.0","0.0","0.0"
"VOLVO","S40 AWD","0.0","0.0","0.0","1.0","2.5","5.0","20.0","27.0","0.0","1.0","0.0"
"VOLVO","V70 FWD","0.0","1.0","0.0","0.0","2.4","5.0","20.0","26.0","0.0","0.0","0.0"
"AUDI","A4 Avant Quattro","0.0","1.0","0.0","1.0","1.8","4.0","20.0","29.0","0.0","0.0","0.0"
"AUDI","A4 Quattro","0.0","0.0","0.0","1.0","1.8","4.0","20.0","29.0","0.0","0.0","0.0"
"AUDI","TT Coupe Quattro","0.0","0.0","0.0","0.0","1.8","4.0","20.0","29.0","0.0","0.0","0.0"
"AUDI","TT Roadster","0.0","0.0","0.0","1.0","1.8","4.0","20.0","28.0","0.0","0.0","0.0"
"AUDI","TT Roadster Quattro","0.0","0.0","0.0","0.0","1.8","4.0","20.0","29.0","0.0","0.0","0.0"
"CHEVROLET","Optra Wagon","0.0","1.0","0.0","1.0","2.0","4.0","20.0","28.0","0.0","0.0","0.0"
"CHEVROLET","Optra Wagon","0.0","1.0","0.0","0.0","2.0","4.0","20.0","30.0","0.0","0.0","0.0"
"DODGE","Caravan 2WD","1.0","0.0","0.0","1.0","2.4","4.0","20.0","26.0","0.0","0.0","0.0"
"HONDA","S2000","0.0","0.0","0.0","0.0","2.2","4.0","20.0","25.0","0.0","0.0","0.0"
"HYUNDAI","SantaFe 2WD","0.0","0.0","0.0","1.0","2.4","4.0","20.0","26.0","1.0","0.0","0.0"
"HYUNDAI","SantaFe 2WD","0.0","0.0","0.0","0.0","2.4","4.0","20.0","27.0","1.0","0.0","0.0"
"JEEP","Liberty/Cherokee 4WD","0.0","0.0","0.0","0.0","2.4","4.0","20.0","24.0","1.0","0.0","0.0"
"MAZDA","MX-5 Miata","0.0","0.0","0.0","0.0","1.8","4.0","20.0","26.0","0.0","0.0","0.0"
"MERCURY","Mariner 4WD","0.0","0.0","0.0","1.0","2.3000000000000003","4.0","20.0","23.0","1.0","0.0","0.0"
"MITSUBISHI","Eclipse Spyder","0.0","0.0","0.0","1.0","2.4","4.0","20.0","26.0","0.0","0.0","0.0"
"SAAB","","0.0","0.0","0.0","0.0","2.3000000000000003","4.0","20.0","30.0","0.0","0.0","0.0"
"SAAB","9-2X Wagon AWD","0.0","1.0","0.0","0.0","2.0","4.0","20.0","26.0","0.0","1.0","0.0"
"SAAB","9-5 Wagon","0.0","1.0","0.0","0.0","2.3000000000000003","4.0","20.0","30.0","0.0","0.0","0.0"
"SUBARU","Forester AWD","0.0","0.0","0.0","1.0","2.5","4.0","20.0","23.0","1.0","1.0","0.0"
"SUBARU","Impreza AWD","0.0","0.0","0.0","0.0","2.0","4.0","20.0","27.0","0.0","1.0","0.0"
"SUBARU","Impreza Wagon/Outback SPT AWD","0.0","1.0","0.0","0.0","2.0","4.0","20.0","27.0","0.0","1.0","0.0"
"SUZUKI","Forenza Wagon","0.0","1.0","0.0","1.0","2.0","4.0","20.0","28.0","0.0","0.0","0.0"
"SUZUKI","Forenza Wagon","0.0","1.0","0.0","0.0","2.0","4.0","20.0","30.0","0.0","0.0","0.0"
"TOYOTA","Tacoma 2WD","0.0","0.0","1.0","0.0","2.7","4.0","20.0","27.0","0.0","0.0","0.0"
"VOLKSWAGEN","Passat 4MOTION","0.0","0.0","0.0","1.0","1.8","4.0","20.0","29.0","0.0","0.0","0.0"
"VOLKSWAGEN","Passat Wagon 4MOTION","0.0","1.0","0.0","1.0","1.8","4.0","20.0","29.0","0.0","0.0","0.0"
"AUDI","A4 Avant Quattro","0.0","1.0","0.0","1.0","3.1","6.0","19.0","26.0","0.0","0.0","0.0"
"AUDI","A4 Quattro","0.0","0.0","0.0","1.0","3.1","6.0","19.0","26.0","0.0","0.0","0.0"
"AUDI","A6 Quattro","0.0","0.0","0.0","1.0","3.1","6.0","19.0","26.0","0.0","0.0","0.0"
"AUDI","TT Coupe Quattro","0.0","0.0","0.0","1.0","3.2","6.0","19.0","26.0","0.0","0.0","0.0"
"AUDI","TT Roadster Quattro","0.0","0.0","0.0","1.0","3.2","6.0","19.0","25.0","0.0","0.0","0.0"
"BMW","325CI","0.0","0.0","0.0","1.0","2.5","6.0","19.0","27.0","0.0","0.0","0.0"
"BMW","325CI Conv","0.0","0.0","0.0","0.0","2.5","6.0","19.0","27.0","0.0","0.0","0.0"
"BMW","325I","0.0","0.0","0.0","1.0","2.5","6.0","19.0","27.0","0.0","0.0","0.0"
"BMW","325I Sport Wagon","0.0","1.0","0.0","1.0","2.5","6.0","19.0","27.0","0.0","0.0","0.0"
"BMW","325XI","0.0","0.0","0.0","0.0","2.5","6.0","19.0","27.0","0.0","0.0","0.0"
"BMW","325XI","0.0","0.0","0.0","1.0","2.5","6.0","19.0","26.0","0.0","0.0","0.0"
"BMW","325XI Sport Wagon","0.0","1.0","0.0","0.0","2.5","6.0","19.0","26.0","0.0","0.0","0.0"
"BMW","325XI Sport Wagon","0.0","1.0","0.0","1.0","2.5","6.0","19.0","26.0","0.0","0.0","0.0"
"BMW","330CI","0.0","0.0","0.0","1.0","3.0","6.0","19.0","27.0","0.0","0.0","0.0"
"BMW","330CI Conv","0.0","0.0","0.0","0.0","3.0","6.0","19.0","28.0","0.0","0.0","0.0"
"BMW","330CI Conv","0.0","0.0","0.0","1.0","3.0","6.0","19.0","27.0","0.0","0.0","0.0"
"BMW","330I","0.0","0.0","0.0","1.0","3.0","6.0","19.0","27.0","0.0","0.0","0.0"
"BMW","525I","0.0","0.0","0.0","0.0","2.5","6.0","19.0","28.0","0.0","0.0","0.0"
